Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
92586,2004,28.58,287.77,206.27,189.95
92586,2005,17.79,338.98,242.97,223.75
92586,2006,8.91,369.17,264.61,243.68
92586,2007,-8.59,337.46,241.89,222.76
92586,2008,-33.32,225.02,161.29,148.53
92586,2009,-30.20,157.06,112.58,103.68
92586,2010,1.48,159.38,114.24,105.21
92586,2011,-0.07,159.28,114.17,105.14
92586,2012,0.31,159.77,114.52,105.46
92586,2013,20.07,191.83,137.50,126.63
92586,2014,28.15,245.83,176.21,162.27
92586,2015,6.34,261.41,187.38,172.55
92586,2016,11.58,291.70,209.08,192.55
92586,2017,8.00,315.04,225.81,207.95
92586,2018,8.42,341.57,244.83,225.47
92586,2019,4.35,356.43,255.48,235.28
92586,2020,4.63,372.95,267.32,246.18
92586,2021,17.45,438.04,313.98,289.15
92586,2022,17.50,514.71,368.94,339.75
92586,2023,2.32,526.65,377.49,347.63
92587,1977,.,100.00,31.16,30.46
92587,1978,23.10,123.10,38.35,37.50
92587,1979,20.02,147.74,46.03,45.01
92587,1980,8.67,160.54,50.02,48.91
92587,1981,-5.11,152.34,47.46,46.41
92587,1982,18.39,180.35,56.19,54.94
92587,1983,-2.40,176.03,54.84,53.63
92587,1984,2.74,180.84,56.34,55.09
92587,1985,6.21,192.08,59.85,58.52
92587,1986,2.98,197.81,61.63,60.26
92587,1987,5.93,209.55,65.29,63.84
92587,1988,13.46,237.75,74.07,72.43
92587,1989,17.15,278.52,86.78,84.85
92587,1990,15.24,320.96,100.00,97.78
92587,1991,-0.96,317.87,99.04,96.84
92587,1992,-2.84,308.85,96.23,94.09
92587,1993,-9.55,279.36,87.04,85.11
92587,1994,-3.64,269.20,83.88,82.01
92587,1995,-7.11,250.07,77.91,76.18
92587,1996,1.61,254.09,79.17,77.41
92587,1997,3.26,262.37,81.75,79.93
92587,1998,12.42,294.96,91.90,89.86
92587,1999,3.43,305.09,95.06,92.95
92587,2000,7.59,328.25,102.27,100.00
92587,2001,9.87,360.65,112.37,109.87
92587,2002,12.60,406.10,126.53,123.72
92587,2003,12.35,456.24,142.15,138.99
92587,2004,30.78,596.67,185.90,181.77
92587,2005,19.10,710.65,221.41,216.50
92587,2006,11.76,794.22,247.45,241.96
92587,2007,-8.00,730.65,227.65,222.59
92587,2008,-24.19,553.93,172.59,168.75
92587,2009,-42.49,318.57,99.26,97.05
92587,2010,17.57,374.54,116.69,114.10
92587,2011,-3.89,359.96,112.15,109.66
92587,2012,-4.79,342.73,106.78,104.41
92587,2013,14.34,391.88,122.10,119.39
92587,2014,21.01,474.22,147.75,144.47
92587,2015,18.38,561.37,174.90,171.02
92587,2016,4.62,587.29,182.98,178.92
92587,2017,6.05,622.80,194.04,189.73
92587,2018,7.51,669.60,208.62,203.99
92587,2019,7.41,719.19,224.08,219.10
92587,2020,0.77,724.70,225.79,220.78
92587,2021,22.21,885.64,275.93,269.81
92587,2022,23.05,1089.81,339.55,332.01
92587,2023,-5.28,1032.30,321.63,314.49
92590,1992,.,100.00,.,94.91
92590,1993,2.53,102.53,.,97.31
92590,1994,-25.05,76.84,.,72.94
92590,1995,14.04,87.63,.,83.18
92590,1996,-1.34,86.46,.,82.06
92590,1997,-1.42,85.23,.,80.89
92590,1998,15.17,98.16,.,93.16
92590,1999,2.92,101.02,.,95.88
92590,2000,4.30,105.36,.,100.00
92590,2001,20.24,126.68,.,120.24
92590,2002,8.26,137.15,.,130.17
92590,2003,11.83,153.37,.,145.57
92590,2004,12.98,173.28,.,164.47
92590,2005,55.69,269.78,.,256.06
92590,2006,-4.71,257.07,.,243.99
92590,2007,14.21,293.59,.,278.66
92590,2008,-31.90,199.93,.,189.76
92590,2009,-27.86,144.22,.,136.89
92590,2010,5.86,152.67,.,144.90
92590,2011,-4.58,145.68,.,138.27
92590,2012,1.03,147.18,.,139.69
92590,2013,15.97,170.69,.,162.00
92590,2014,3.76,177.11,.,168.10
92590,2015,20.34,213.13,.,202.29
92590,2016,-2.23,208.37,.,197.77
92590,2017,12.74,234.92,.,222.97
92590,2018,-5.88,221.11,.,209.86
92590,2019,13.81,251.64,.,238.84
92590,2020,-3.81,242.06,.,229.74
92590,2021,8.16,261.81,.,248.49
92590,2022,.,.,.,.
92590,2023,.,.,.,.
92591,1986,.,100.00,61.03,59.19
92591,1987,7.34,107.34,65.51,63.54
92591,1988,14.54,122.96,75.04,72.78
92591,1989,17.41,144.36,88.11,85.45
92591,1990,13.50,163.85,100.00,96.98
92591,1991,-4.30,156.81,95.70,92.81
92591,1992,-4.22,150.19,91.66,88.90
92591,1993,-7.35,139.14,84.92,82.36
92591,1994,-4.66,132.66,80.96,78.52
92591,1995,-4.08,127.25,77.66,75.32
92591,1996,2.37,130.27,79.51,77.11
92591,1997,-1.90,127.79,77.99,75.64
92591,1998,12.37,143.60,87.64,85.00
92591,1999,7.83,154.84,94.50,91.65
92591,2000,9.11,168.95,103.11,100.00
92591,2001,10.59,186.85,114.04,110.59
92591,2002,14.54,214.02,130.62,126.68
92591,2003,12.74,241.28,147.26,142.82
92591,2004,25.08,301.80,184.20,178.64
92591,2005,20.50,363.68,221.96,215.26
92591,2006,3.08,374.89,228.80,221.90
92591,2007,-5.95,352.59,215.19,208.70
92591,2008,-25.25,263.55,160.85,155.99
92591,2009,-22.15,205.16,125.21,121.44
92591,2010,-0.05,205.07,125.16,121.38
92591,2011,-2.33,200.28,122.24,118.55
92591,2012,2.47,205.23,125.26,121.48
92591,2013,15.29,236.60,144.40,140.05
92591,2014,20.02,283.96,173.31,168.08
92591,2015,3.46,293.78,179.30,173.89
92591,2016,5.32,309.39,188.83,183.13
92591,2017,7.47,332.50,202.93,196.81
92591,2018,4.01,345.83,211.07,204.69
92591,2019,4.56,361.59,220.69,214.03
92591,2020,3.32,373.58,228.00,221.12
92591,2021,18.89,444.16,271.08,262.90
92591,2022,19.19,529.41,323.11,313.36
92591,2023,0.16,530.24,323.62,313.85
92592,1979,.,100.00,44.47,41.20
92592,1980,14.77,114.77,51.04,47.29
92592,1981,14.11,130.97,58.25,53.96
92592,1982,.,.,.,.
92592,1983,.,141.81,63.07,58.43
92592,1984,-5.49,134.02,59.60,55.22
92592,1985,-0.26,133.68,59.45,55.08
92592,1986,8.86,145.52,64.72,59.96
92592,1987,6.20,154.53,68.73,63.67
92592,1988,12.58,173.98,77.37,71.68
92592,1989,16.54,202.76,90.17,83.54
92592,1990,10.90,224.85,100.00,92.64
92592,1991,-1.14,222.30,98.86,91.59
92592,1992,-5.62,209.80,93.31,86.44
92592,1993,-7.21,194.68,86.58,80.21
92592,1994,-6.17,182.66,81.24,75.26
92592,1995,-0.64,181.49,80.72,74.78
92592,1996,-0.14,181.24,80.61,74.68
92592,1997,-0.04,181.17,80.57,74.65
92592,1998,10.95,201.00,89.39,82.82
92592,1999,9.18,219.46,97.60,90.42
92592,2000,10.59,242.70,107.94,100.00
92592,2001,9.34,265.36,118.02,109.34
92592,2002,14.27,303.24,134.86,124.94
92592,2003,13.43,343.98,152.98,141.73
92592,2004,23.81,425.86,189.40,175.47
92592,2005,19.60,509.31,226.51,209.85
92592,2006,4.25,530.98,236.15,218.78
92592,2007,-5.92,499.54,222.17,205.82
92592,2008,-23.61,381.61,169.72,157.23
92592,2009,-20.52,303.31,134.89,124.97
92592,2010,-2.93,294.42,130.94,121.31
92592,2011,-2.28,287.71,127.96,118.54
92592,2012,2.69,295.44,131.39,121.73
92592,2013,13.51,335.35,149.15,138.17
92592,2014,20.03,402.54,179.03,165.86
92592,2015,3.71,417.47,185.67,172.01
92592,2016,5.83,441.83,196.50,182.05
92592,2017,7.46,474.81,211.17,195.63
92592,2018,4.80,497.59,221.30,205.02
92592,2019,3.07,512.89,228.10,211.32
92592,2020,3.22,529.38,235.44,218.12
92592,2021,15.14,609.55,271.09,251.15
92592,2022,19.69,729.59,324.48,300.61
92592,2023,3.49,755.03,335.80,311.09
92595,1986,.,100.00,61.23,57.78
92595,1987,11.40,111.40,68.21,64.37
92595,1988,13.75,126.72,77.59,73.22
92595,1989,19.49,151.41,92.71,87.49
92595,1990,7.86,163.31,100.00,94.37
92595,1991,-1.28,161.22,98.72,93.16
92595,1992,-2.83,156.65,95.92,90.52
92595,1993,-9.11,142.38,87.18,82.27
92595,1994,-8.54,130.22,79.74,75.25
92595,1995,-8.99,118.52,72.57,68.48
92595,1996,9.50,129.78,79.46,74.99
92595,1997,6.30,137.95,84.47,79.71
92595,1998,5.97,146.18,89.51,84.47
92595,1999,6.04,155.01,94.92,89.57
92595,2000,11.64,173.06,105.97,100.00
92595,2001,8.51,187.78,114.98,108.51
92595,2002,13.50,213.14,130.51,123.16
92595,2003,13.65,242.24,148.33,139.97
92595,2004,27.87,309.76,189.67,178.99
92595,2005,19.15,369.09,226.00,213.28
92595,2006,6.78,394.10,241.31,227.73
92595,2007,-4.54,376.20,230.36,217.38
92595,2008,-32.38,254.39,155.77,147.00
92595,2009,-24.31,192.55,117.90,111.26
92595,2010,-2.58,187.58,114.86,108.39
92595,2011,-3.18,181.61,111.20,104.94
92595,2012,-0.20,181.25,110.98,104.73
92595,2013,18.56,214.89,131.58,124.17
92595,2014,21.35,260.77,159.67,150.68
92595,2015,5.46,275.00,168.39,158.90
92595,2016,9.06,299.91,183.64,173.30
92595,2017,9.29,327.77,200.70,189.40
92595,2018,5.59,346.09,211.91,199.98
92595,2019,2.45,354.55,217.10,204.87
92595,2020,3.45,366.79,224.59,211.95
92595,2021,19.39,437.90,268.13,253.03
92595,2022,14.36,500.76,306.63,289.36
92595,2023,6.61,533.87,326.90,308.49
92596,1991,.,100.00,.,96.48
92596,1992,-3.32,96.68,.,93.28
92596,1993,-13.56,83.57,.,80.63
92596,1994,-7.96,76.92,.,74.21
92596,1995,-5.62,72.60,.,70.04
92596,1996,-3.50,70.05,.,67.59
92596,1997,17.76,82.49,.,79.59
92596,1998,2.52,84.57,.,81.59
92596,1999,10.53,93.47,.,90.19
92596,2000,10.88,103.65,.,100.00
92596,2001,7.42,111.34,.,107.42
92596,2002,12.59,125.36,.,120.95
92596,2003,15.40,144.67,.,139.58
92596,2004,23.48,178.63,.,172.35
92596,2005,18.51,211.70,.,204.25
92596,2006,4.36,220.92,.,213.15
92596,2007,-6.66,206.22,.,198.96
92596,2008,-31.28,141.70,.,136.72
92596,2009,-17.69,116.63,.,112.53
92596,2010,-0.83,115.67,.,111.60
92596,2011,-2.64,112.62,.,108.66
92596,2012,-1.45,110.99,.,107.08
92596,2013,18.85,131.91,.,127.27
92596,2014,17.62,155.15,.,149.69
92596,2015,3.61,160.76,.,155.10
92596,2016,5.87,170.19,.,164.20
92596,2017,6.93,181.99,.,175.58
92596,2018,8.22,196.95,.,190.02
92596,2019,1.75,200.40,.,193.35
92596,2020,4.16,208.73,.,201.39
92596,2021,17.74,245.77,.,237.12
92596,2022,19.00,292.46,.,282.17
92596,2023,-0.10,292.16,.,281.88
92602,1998,.,100.00,.,76.89
92602,1999,14.27,114.27,.,87.87
92602,2000,13.81,130.05,.,100.00
92602,2001,9.79,142.78,.,109.79
92602,2002,11.84,159.68,.,122.79
92602,2003,10.66,176.71,.,135.88
92602,2004,22.60,216.64,.,166.58
92602,2005,23.25,267.00,.,205.30
92602,2006,7.92,288.15,.,221.57
92602,2007,-9.13,261.83,.,201.33
92602,2008,-5.46,247.54,.,190.34
92602,2009,-5.62,233.63,.,179.64
92602,2010,2.15,238.65,.,183.50
92602,2011,-1.21,235.76,.,181.28
92602,2012,0.12,236.04,.,181.50
92602,2013,9.10,257.53,.,198.02
92602,2014,9.04,280.80,.,215.91
92602,2015,1.87,286.04,.,219.94
92602,2016,6.26,303.96,.,233.72
92602,2017,3.68,315.15,.,242.33
92602,2018,2.77,323.88,.,249.04
92602,2019,0.58,325.74,.,250.47
92602,2020,-0.27,324.85,.,249.79
92602,2021,6.22,345.06,.,265.33
92602,2022,8.60,374.73,.,288.14
92602,2023,.,.,.,.
92603,1979,.,100.00,39.87,33.95
92603,1980,27.09,127.09,50.67,43.14
92603,1981,.,.,.,.
92603,1982,.,113.22,45.14,38.43
92603,1983,21.05,137.06,54.64,46.53
92603,1984,7.36,147.15,58.67,49.95
92603,1985,-2.85,142.96,57.00,48.53
92603,1986,2.17,146.06,58.23,49.58
92603,1987,7.21,156.59,62.43,53.16
92603,1988,21.36,190.05,75.77,64.51
92603,1989,35.67,257.84,102.79,87.53
92603,1990,-2.72,250.83,100.00,85.15
92603,1991,-0.26,250.18,99.74,84.93
92603,1992,0.92,252.49,100.66,85.71
92603,1993,-7.45,233.68,93.16,79.33
92603,1994,-1.38,230.45,91.87,78.23
92603,1995,2.81,236.91,94.45,80.42
92603,1996,-5.43,224.04,89.32,76.05
92603,1997,-1.75,220.12,87.76,74.72
92603,1998,15.32,253.85,101.20,86.17
92603,1999,5.07,266.71,106.33,90.54
92603,2000,10.45,294.58,117.44,100.00
92603,2001,9.43,322.35,128.51,109.43
92603,2002,11.89,360.66,143.79,122.43
92603,2003,4.96,378.56,150.93,128.51
92603,2004,21.43,459.68,183.26,156.04
92603,2005,10.64,508.58,202.76,172.64
92603,2006,25.10,636.21,253.64,215.97
92603,2007,.,.,.,.
92603,2008,.,551.35,219.81,187.16
92603,2009,-2.81,535.87,213.64,181.91
92603,2010,-0.76,531.78,212.01,180.52
92603,2011,0.80,536.02,213.70,181.96
92603,2012,-2.21,524.15,208.97,177.93
92603,2013,6.98,560.72,223.55,190.34
92603,2014,.,.,.,.
92603,2015,.,.,.,.
92603,2016,.,.,.,.
92603,2017,.,.,.,.
92603,2018,.,.,.,.
92603,2019,.,.,.,.
92603,2020,.,590.39,235.38,200.42
92603,2021,1.76,600.80,239.53,203.95
92603,2022,.,.,.,.
92603,2023,.,.,.,.
92604,1975,.,100.00,22.14,18.48
92604,1976,8.60,108.60,24.04,20.07
92604,1977,25.41,136.19,30.15,25.16
92604,1978,13.12,154.05,34.11,28.46
92604,1979,9.40,168.54,37.32,31.14
92604,1980,24.15,209.24,46.33,38.66
92604,1981,12.92,236.28,52.31,43.66
92604,1982,-10.61,211.22,46.76,39.03
92604,1983,20.11,253.69,56.17,46.88
92604,1984,0.30,254.44,56.33,47.01
92604,1985,1.31,257.77,57.07,47.63
92604,1986,2.92,265.30,58.74,49.02
92604,1987,9.24,289.82,64.17,53.55
92604,1988,25.33,363.21,80.42,67.11
92604,1989,23.13,447.21,99.02,82.63
92604,1990,0.99,451.66,100.00,83.46
92604,1991,-1.87,443.19,98.13,81.89
92604,1992,-1.28,437.51,96.87,80.84
92604,1993,-5.24,414.57,91.79,76.60
92604,1994,-2.86,402.70,89.16,74.41
92604,1995,-2.47,392.77,86.96,72.57
92604,1996,-0.16,392.13,86.82,72.46
92604,1997,2.48,401.85,88.97,74.25
92604,1998,8.56,436.25,96.59,80.61
92604,1999,8.39,472.85,104.69,87.37
92604,2000,14.45,541.20,119.82,100.00
92604,2001,8.33,586.27,129.80,108.33
92604,2002,10.84,649.83,143.88,120.07
92604,2003,9.78,713.41,157.95,131.82
92604,2004,22.34,872.77,193.24,161.27
92604,2005,27.60,1113.65,246.57,205.77
92604,2006,7.78,1200.26,265.74,221.78
92604,2007,-4.51,1146.09,253.75,211.77
92604,2008,-11.56,1013.60,224.42,187.29
92604,2009,-6.20,950.79,210.51,175.68
92604,2010,4.03,989.08,218.99,182.76
92604,2011,-6.02,929.56,205.81,171.76
92604,2012,1.11,939.86,208.09,173.66
92604,2013,11.77,1050.51,232.59,194.11
92604,2014,12.88,1185.83,262.55,219.11
92604,2015,2.70,1217.81,269.63,225.02
92604,2016,2.56,1248.99,276.53,230.78
92604,2017,4.89,1310.10,290.06,242.07
92604,2018,9.60,1435.91,317.92,265.32
92604,2019,-2.91,1394.09,308.66,257.59
92604,2020,2.90,1434.53,317.61,265.06
92604,2021,5.15,1508.37,333.96,278.71
92604,2022,17.11,1766.49,391.11,326.40
92604,2023,28.47,2269.44,502.47,419.33
92606,1979,.,100.00,39.30,33.38
92606,1980,15.52,115.52,45.40,38.56
92606,1981,.,.,.,.
92606,1982,.,.,.,.
92606,1983,.,155.59,61.14,51.94
92606,1984,-6.17,146.00,57.37,48.73
92606,1985,-2.13,142.88,56.15,47.69
92606,1986,4.70,149.60,58.79,49.94
92606,1987,9.12,163.25,64.15,54.49
92606,1988,29.11,210.76,82.82,70.35
92606,1989,21.27,255.60,100.44,85.32
92606,1990,-0.44,254.47,100.00,84.94
92606,1991,-3.37,245.89,96.63,82.08
92606,1992,-1.04,243.33,95.62,81.22
92606,1993,-5.86,229.07,90.02,76.46
92606,1994,-4.99,217.65,85.53,72.65
92606,1995,-2.22,212.81,83.63,71.03
92606,1996,0.96,214.84,84.43,71.71
92606,1997,1.45,217.95,85.65,72.75
92606,1998,14.06,248.59,97.69,82.98
92606,1999,5.69,262.75,103.25,87.70
92606,2000,14.02,299.59,117.73,100.00
92606,2001,10.20,330.15,129.74,110.20
92606,2002,9.84,362.63,142.50,121.04
92606,2003,10.60,401.05,157.60,133.87
92606,2004,23.81,496.55,195.13,165.74
92606,2005,19.46,593.19,233.11,198.00
92606,2006,10.47,655.27,257.50,218.72
92606,2007,2.00,668.35,262.64,223.09
92606,2008,-14.91,568.70,223.48,189.83
92606,2009,-10.90,506.70,199.12,169.13
92606,2010,4.30,528.50,207.68,176.41
92606,2011,-5.05,501.82,197.20,167.50
92606,2012,2.10,512.36,201.34,171.02
92606,2013,13.17,579.83,227.85,193.54
92606,2014,8.40,628.55,247.00,209.80
92606,2015,9.61,688.94,270.73,229.96
92606,2016,-6.16,646.50,254.06,215.80
92606,2017,9.84,710.15,279.07,237.04
92606,2018,1.04,717.56,281.98,239.52
92606,2019,6.50,764.19,300.30,255.08
92606,2020,-1.76,750.72,295.01,250.58
92606,2021,8.70,816.01,320.67,272.38
92606,2022,.,.,.,.
92606,2023,.,.,.,.
92610,1990,.,100.00,100.00,75.94
92610,1991,-2.25,97.75,97.75,74.23
92610,1992,-3.39,94.44,94.44,71.72
92610,1993,-2.82,91.78,91.78,69.69
92610,1994,-6.61,85.71,85.71,65.09
92610,1995,2.41,87.77,87.77,66.65
92610,1996,0.97,88.62,88.62,67.30
92610,1997,2.13,90.51,90.51,68.73
92610,1998,18.35,107.11,107.11,81.34
92610,1999,8.70,116.43,116.43,88.42
92610,2000,13.10,131.69,131.69,100.00
92610,2001,11.11,146.32,146.32,111.11
92610,2002,9.83,160.70,160.70,122.03
92610,2003,11.65,179.41,179.41,136.24
92610,2004,20.06,215.41,215.41,163.58
92610,2005,29.76,279.52,279.52,212.26
92610,2006,5.07,293.69,293.69,223.02
92610,2007,-4.13,281.55,281.55,213.80
92610,2008,-13.67,243.05,243.05,184.57
92610,2009,-10.69,217.07,217.07,164.84
92610,2010,0.62,218.42,218.42,165.86
92610,2011,-5.16,207.15,207.15,157.30
92610,2012,1.37,209.99,209.99,159.46
92610,2013,6.12,222.84,222.84,169.21
92610,2014,13.98,253.99,253.99,192.87
92610,2015,6.73,271.08,271.08,205.85
92610,2016,-1.07,268.19,268.19,203.65
92610,2017,12.14,300.76,300.76,228.38
92610,2018,5.86,318.37,318.37,241.76
92610,2019,-6.47,297.76,297.76,226.11
92610,2020,4.70,311.76,311.76,236.74
92610,2021,10.54,344.62,344.62,261.69
92610,2022,12.40,387.36,387.36,294.15
92610,2023,.,.,.,.
92612,1976,.,100.00,25.80,23.42
92612,1977,31.53,131.53,33.93,30.80
92612,1978,19.26,156.86,40.47,36.74
92612,1979,7.75,169.02,43.60,39.58
92612,1980,14.92,194.23,50.10,45.49
92612,1981,16.47,226.23,58.36,52.98
92612,1982,-16.68,188.50,48.63,44.14
92612,1983,22.23,230.40,59.44,53.96
92612,1984,-4.68,219.61,56.65,51.43
92612,1985,1.79,223.54,57.67,52.35
92612,1986,3.86,232.17,59.89,54.37
92612,1987,8.35,251.55,64.89,58.91
92612,1988,19.77,301.27,77.72,70.55
92612,1989,22.38,368.71,95.11,86.35
92612,1990,5.14,387.65,100.00,90.78
92612,1991,-5.83,365.06,94.17,85.49
92612,1992,-1.01,361.36,93.22,84.63
92612,1993,-7.39,334.64,86.33,78.37
92612,1994,-3.38,323.33,83.41,75.72
92612,1995,0.02,323.41,83.43,75.74
92612,1996,-1.93,317.18,81.82,74.28
92612,1997,-0.96,314.12,81.03,73.56
92612,1998,13.05,355.11,91.61,83.16
92612,1999,9.58,389.14,100.39,91.13
92612,2000,9.73,427.01,110.15,100.00
92612,2001,10.38,471.32,121.59,110.38
92612,2002,9.37,515.47,132.98,120.72
92612,2003,10.99,572.11,147.59,133.98
92612,2004,25.33,717.05,184.98,167.93
92612,2005,25.35,898.84,231.87,210.50
92612,2006,11.57,1002.80,258.69,234.85
92612,2007,-3.96,963.14,248.46,225.56
92612,2008,-17.37,795.86,205.31,186.38
92612,2009,-8.87,725.24,187.09,169.84
92612,2010,9.76,796.04,205.35,186.42
92612,2011,-10.31,713.99,184.19,167.21
92612,2012,0.76,719.41,185.59,168.48
92612,2013,7.93,776.46,200.30,181.84
92612,2014,.,.,.,.
92612,2015,.,960.97,247.90,225.05
92612,2016,.,.,.,.
92612,2017,.,.,.,.
92612,2018,.,.,.,.
92612,2019,.,.,.,.
92612,2020,.,1174.61,303.01,275.08
92612,2021,-9.71,1060.54,273.58,248.37
92612,2022,.,.,.,.
92612,2023,.,.,.,.
92614,1980,.,100.00,45.35,41.47
92614,1981,10.24,110.24,50.00,45.72
92614,1982,9.69,120.92,54.84,50.15
92614,1983,-3.21,117.05,53.09,48.54
92614,1984,1.31,118.58,53.78,49.17
92614,1985,-0.89,117.53,53.30,48.74
92614,1986,6.78,125.49,56.92,52.04
92614,1987,9.14,136.96,62.12,56.79
92614,1988,22.38,167.61,76.02,69.50
92614,1989,27.80,214.21,97.15,88.83
92614,1990,2.93,220.49,100.00,91.43
92614,1991,-3.94,211.79,96.06,87.83
92614,1992,-2.63,206.23,93.53,85.52
92614,1993,-4.60,196.74,89.23,81.58
92614,1994,-2.81,191.21,86.72,79.29
92614,1995,-4.69,182.24,82.65,75.57
92614,1996,1.07,184.20,83.54,76.38
92614,1997,0.68,185.45,84.11,76.90
92614,1998,11.50,206.78,93.78,85.75
92614,1999,7.98,223.27,101.26,92.58
92614,2000,8.01,241.15,109.37,100.00
92614,2001,12.47,271.21,123.00,112.47
92614,2002,10.82,300.55,136.31,124.63
92614,2003,10.29,331.47,150.33,137.46
92614,2004,23.91,410.72,186.28,170.32
92614,2005,22.74,504.10,228.63,209.04
92614,2006,4.87,528.64,239.76,219.22
92614,2007,-3.21,511.65,232.05,212.17
92614,2008,-8.03,470.54,213.41,195.13
92614,2009,-4.01,451.69,204.85,187.31
92614,2010,-0.37,450.03,204.10,186.62
92614,2011,-5.12,427.00,193.66,177.07
92614,2012,-0.33,425.59,193.02,176.48
92614,2013,11.76,475.64,215.72,197.24
92614,2014,.,.,.,.
92614,2015,.,552.47,250.56,229.10
92614,2016,-0.05,552.21,250.44,228.99
92614,2017,12.47,621.07,281.68,257.55
92614,2018,.,.,.,.
92614,2019,.,645.65,292.83,267.74
92614,2020,1.66,656.34,297.67,272.17
92614,2021,2.15,670.44,304.07,278.02
92614,2022,.,.,.,.
92614,2023,.,.,.,.
92617,1986,.,100.00,84.83,66.85
92617,1987,4.23,104.23,88.41,69.68
92617,1988,5.30,109.75,93.10,73.37
92617,1989,0.97,110.81,94.00,74.08
92617,1990,6.39,117.89,100.00,78.81
92617,1991,4.86,123.62,104.86,82.64
92617,1992,4.06,128.63,109.11,85.99
92617,1993,1.82,130.98,111.10,87.56
92617,1994,2.46,134.20,113.84,89.72
92617,1995,-0.30,133.80,113.49,89.44
92617,1996,0.95,135.07,114.57,90.29
92617,1997,0.91,136.29,115.61,91.11
92617,1998,3.24,140.71,119.36,94.07
92617,1999,0.31,141.14,119.73,94.36
92617,2000,5.98,149.59,126.89,100.00
92617,2001,2.34,153.08,129.85,102.34
92617,2002,5.71,161.82,137.27,108.18
92617,2003,2.21,165.41,140.31,110.58
92617,2004,11.85,185.01,156.94,123.68
92617,2005,-4.20,177.23,150.34,118.48
92617,2006,-4.19,169.82,144.05,113.52
92617,2007,.,.,.,.
92617,2008,.,199.90,169.57,133.64
92617,2009,6.29,212.47,180.23,142.04
92617,2010,-0.77,210.84,178.85,140.95
92617,2011,-12.47,184.56,156.55,123.38
92617,2012,15.91,213.91,181.45,143.00
92617,2013,8.88,232.90,197.56,155.70
92617,2014,.,.,.,.
92617,2015,.,257.31,218.26,172.01
92617,2016,2.07,262.62,222.77,175.57
92617,2017,.,.,.,.
92617,2018,.,.,.,.
92617,2019,.,269.29,228.43,180.02
92617,2020,3.64,279.09,236.74,186.57
92617,2021,3.50,288.87,245.03,193.11
92617,2022,.,.,.,.
92617,2023,.,.,.,.
92618,1977,.,100.00,29.54,27.30
92618,1978,38.85,138.85,41.02,37.91
92618,1979,11.24,154.46,45.63,42.17
92618,1980,30.55,201.65,59.57,55.05
92618,1981,.,.,.,.
92618,1982,.,240.08,70.93,65.54
92618,1983,-7.85,221.23,65.36,60.40
92618,1984,-9.35,200.54,59.25,54.75
92618,1985,2.75,206.06,60.88,56.26
92618,1986,1.98,210.15,62.08,57.37
92618,1987,12.29,235.97,69.71,64.42
92618,1988,8.28,255.50,75.48,69.75
92618,1989,22.23,312.29,92.26,85.26
92618,1990,8.39,338.49,100.00,92.41
92618,1991,-4.72,322.52,95.28,88.05
92618,1992,-0.91,319.60,94.42,87.25
92618,1993,-6.33,299.37,88.44,81.73
92618,1994,-0.49,297.90,88.01,81.33
92618,1995,-5.05,282.87,83.57,77.22
92618,1996,-15.92,237.83,70.26,64.93
92618,1997,16.64,277.40,81.95,75.73
92618,1998,6.94,296.67,87.64,80.99
92618,1999,9.54,324.98,96.01,88.72
92618,2000,12.71,366.29,108.21,100.00
92618,2001,12.99,413.88,122.27,112.99
92618,2002,12.89,467.21,138.03,127.55
92618,2003,14.00,532.64,157.36,145.41
92618,2004,19.13,634.52,187.45,173.23
92618,2005,23.58,784.12,231.65,214.07
92618,2006,10.16,863.79,255.19,235.82
92618,2007,9.65,947.16,279.82,258.58
92618,2008,-22.76,731.63,216.14,199.74
92618,2009,-4.52,698.52,206.36,190.70
92618,2010,-7.66,644.99,190.55,176.09
92618,2011,12.28,724.20,213.95,197.71
92618,2012,-6.94,673.96,199.11,184.00
92618,2013,.,.,.,.
92618,2014,.,.,.,.
92618,2015,.,.,.,.
92618,2016,.,.,.,.
92618,2017,.,.,.,.
92618,2018,.,.,.,.
92618,2019,.,.,.,.
92618,2020,.,968.20,286.03,264.33
92618,2021,.,.,.,.
92618,2022,.,.,.,.
92618,2023,.,.,.,.
92620,1978,.,100.00,33.33,29.06
92620,1979,15.86,115.86,38.62,33.67
92620,1980,20.60,139.73,46.57,40.60
92620,1981,18.23,165.20,55.06,48.00
92620,1982,-13.07,143.61,47.86,41.73
92620,1983,23.08,176.76,58.91,51.36
92620,1984,-2.91,171.62,57.20,49.87
92620,1985,0.18,171.93,57.30,49.96
92620,1986,5.05,180.60,60.20,52.48
92620,1987,8.87,196.62,65.53,57.13
92620,1988,23.37,242.57,80.85,70.49
92620,1989,24.96,303.12,101.03,88.08
92620,1990,-1.02,300.03,100.00,87.18
92620,1991,-3.08,290.80,96.92,84.50
92620,1992,-1.34,286.91,95.63,83.37
92620,1993,-5.64,270.71,90.23,78.66
92620,1994,-3.24,261.93,87.30,76.11
92620,1995,-1.52,257.96,85.98,74.96
92620,1996,-2.21,252.26,84.08,73.30
92620,1997,-0.53,250.94,83.64,72.92
92620,1998,13.14,283.90,94.63,82.50
92620,1999,7.07,303.97,101.31,88.33
92620,2000,13.22,344.15,114.70,100.00
